FUSION;14995;;Latitude;00° 00' 00.00 N;Longitude;00° 00' 00.00 E;;2023/08/05
Time;LAeq;LAeqsT;LAexPT;Leq 1/3;6.3 Hz;8 Hz;10 Hz;12.5 Hz;16 Hz;20 Hz;25 Hz;31.5 Hz;40 Hz;50 Hz;63 Hz;80 Hz;100 Hz;125 Hz;160 Hz;200 Hz;250 Hz;315 Hz;400 Hz;500 Hz;630 Hz;800 Hz;1 kHz;1.25 kHz;1.6 kHz;2 kHz;2.5 kHz;3.15 kHz;4 kHz;5 kHz;6.3 kHz;8 kHz;10 kHz;12.5 kHz;16 kHz;20 kHz;Latitude;Longitude;Satellites;Validity
00:01:04;41.4;;49.6;;45.2;35.1;35.9;40.6;45.6;43.7;35.9;51.4;51.0;44.4;42.0;39.9;43.3;34.1;33.8;32.8;31.3;31.0;32.8;40.0;34.7;30.1;34.8;26.8;26.5;23.9;20.2;16.6;13.4;9.6;7.7;6.1;5.6;6.5;9.4;9.5;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:05;41.8;;49.6;;36.1;23.8;39.6;39.6;45.5;43.0;33.9;51.1;50.4;42.8;42.6;39.4;42.5;34.1;33.6;31.3;31.1;32.6;33.8;41.1;34.5;30.1;34.1;27.0;26.3;23.5;20.5;17.2;14.9;10.6;10.1;8.1;6.8;6.8;8.4;9.4;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:06;42.5;;49.6;;28.8;29.5;42.3;40.9;44.7;42.0;36.2;51.8;50.2;43.7;44.2;39.7;44.5;34.7;33.6;32.6;31.7;32.3;33.3;42.6;34.6;30.1;34.7;27.3;25.7;23.4;19.6;16.9;15.8;9.8;8.6;6.9;6.5;6.6;9.0;9.6;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:07;41.5;;49.6;;32.3;29.2;36.4;43.4;46.0;44.3;36.6;52.3;50.9;43.9;43.3;40.1;42.8;32.7;34.3;32.4;32.0;31.5;33.5;41.1;34.5;29.7;32.8;27.0;26.1;23.0;20.2;16.3;14.1;9.4;7.8;6.6;6.3;6.7;8.5;9.4;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:08;41.7;;49.6;;31.6;34.8;38.1;40.7;44.8;44.6;36.5;52.5;50.5;45.9;44.0;39.7;44.3;33.0;34.5;30.7;31.9;32.2;33.9;41.4;35.4;29.9;31.9;27.0;26.2;23.3;19.9;16.8;13.1;9.5;8.0;6.8;6.1;6.5;8.4;9.5;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:09;42.7;;49.6;;26.9;32.5;40.3;42.2;44.8;42.5;36.4;51.7;49.6;43.9;42.3;40.9;42.2;33.9;34.0;33.4;32.5;33.2;33.8;42.9;35.0;30.0;33.8;27.5;26.0;23.5;19.9;16.3;14.1;9.4;7.9;6.0;5.8;6.3;8.4;9.4;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:10;42.7;;49.6;;35.0;35.0;37.3;45.3;44.9;44.8;36.9;52.7;50.6;46.1;43.6;40.1;41.1;33.6;33.2;31.4;31.6;32.2;33.9;43.5;34.3;29.8;32.0;28.4;26.4;23.6;20.1;16.2;15.1;9.6;8.4;6.1;5.5;6.5;9.2;9.4;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:11;41.8;;49.6;;42.6;42.5;40.1;40.8;44.5;45.7;36.2;51.1;51.1;47.4;42.8;40.4;42.3;33.2;34.4;32.6;30.9;31.2;33.5;41.6;34.5;30.1;32.8;27.2;26.6;23.7;20.2;16.2;13.1;9.2;7.6;6.1;5.8;6.5;8.5;9.3;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:12;41.2;;49.6;;37.8;32.7;34.0;41.7;44.3;44.7;35.9;52.0;50.6;47.3;41.4;39.6;42.1;33.1;33.7;32.2;30.2;33.1;33.3;40.4;33.9;29.9;32.0;27.5;27.3;23.7;20.3;17.3;14.3;9.9;9.0;7.4;7.2;7.1;9.1;9.5;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:13;41.5;;49.6;;32.4;29.3;37.9;38.9;43.1;41.3;35.8;52.8;50.7;46.9;42.0;39.1;42.7;34.6;34.7;31.9;32.4;31.3;33.1;40.8;34.4;30.0;32.8;27.4;26.5;24.0;20.1;16.6;14.3;10.0;9.5;7.8;7.1;7.3;8.5;9.4;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:14;42.1;;49.6;;30.7;39.0;37.3;37.9;45.4;44.0;36.0;53.0;50.3;47.1;44.5;40.1;44.3;33.1;32.6;33.0;31.4;32.2;33.4;41.8;34.2;29.9;34.5;27.5;27.8;23.9;20.4;16.5;13.4;9.9;8.4;7.1;6.8;7.1;8.7;9.4;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:15;41.3;;49.6;;30.3;36.5;35.3;39.8;44.6;41.5;37.6;51.5;49.9;46.3;43.9;41.0;41.9;32.8;35.1;32.5;32.7;32.5;33.9;39.8;34.4;29.8;33.0;28.3;27.2;23.8;20.6;16.7;14.3;10.3;9.8;7.6;6.6;7.0;8.5;9.4;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:16;41.9;;49.6;;34.1;37.6;36.4;39.0;44.7;44.3;35.7;50.7;50.8;46.6;41.2;40.9;41.5;32.6;32.3;32.4;31.2;33.0;33.3;41.4;34.9;30.3;33.2;27.8;27.5;24.4;20.8;16.8;15.1;9.9;8.0;6.6;6.3;7.4;9.0;9.4;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:17;41.9;;49.6;;33.2;35.6;32.2;41.0;46.9;43.2;35.8;52.2;52.0;46.1;43.2;39.5;43.5;34.3;33.4;30.6;30.5;32.9;33.8;40.6;34.9;29.8;35.0;28.5;27.2;24.7;21.0;16.8;15.2;9.5;7.9;6.0;5.5;6.6;8.5;9.5;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:18;42.1;;49.6;;33.7;35.8;38.3;46.0;43.9;40.7;34.6;50.2;50.6;44.7;41.7;39.9;43.6;33.9;32.4;32.1;30.8;32.8;33.4;41.0;35.1;30.3;34.8;27.6;28.0;25.2;21.0;17.2;15.9;11.1;11.1;6.8;5.4;6.6;8.4;9.3;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:19;42.0;;49.6;;35.1;36.1;41.2;42.9;45.5;43.3;36.1;51.3;50.3;45.7;43.9;40.6;44.8;35.0;33.5;31.9;30.8;32.0;33.0;40.9;34.2;30.3;34.6;29.0;28.1;24.4;21.1;17.4;16.8;10.3;8.2;5.2;5.0;6.3;8.3;9.4;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:20;42.0;;49.6;;37.8;32.6;33.2;39.8;43.7;40.1;35.3;51.0;50.1;46.2;42.4;40.2;43.3;31.6;34.3;31.9;30.1;32.4;33.1;40.6;33.9;30.7;36.1;27.9;26.6;24.1;20.4;16.3;15.0;10.1;7.8;5.4;5.0;6.2;8.9;9.5;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:21;41.8;;49.6;;36.9;35.4;36.0;45.6;44.4;43.3;31.9;51.1;50.6;47.5;42.7;38.5;41.0;33.8;33.9;32.6;30.1;32.7;32.9;41.5;33.8;29.8;34.0;27.0;25.9;23.9;20.4;17.3;14.6;10.1;8.1;5.8;5.5;6.3;9.5;9.6;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:22;41.6;;49.6;;35.0;35.5;37.0;47.8;45.5;42.3;36.6;51.8;50.8;46.2;43.9;39.6;45.7;33.6;33.3;31.9;30.6;32.5;33.8;39.8;34.3;30.2;35.0;27.8;26.4;23.9;20.4;17.0;15.9;9.9;8.1;5.7;5.4;6.4;8.4;9.3;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:23;41.6;;49.6;;34.7;42.7;35.6;43.4;45.4;42.6;36.4;50.9;50.4;47.8;43.7;39.9;39.8;33.6;33.6;30.8;31.3;30.8;33.4;41.0;34.2;29.9;34.4;27.9;26.1;23.2;20.5;16.5;15.2;9.7;8.3;5.9;5.6;6.6;8.5;9.4;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:24;42.0;;49.6;;40.6;42.4;40.4;41.7;44.0;41.3;34.6;51.5;51.0;45.9;43.4;40.0;42.8;33.0;33.5;31.0;29.8;31.9;31.7;41.0;33.9;30.2;36.0;26.7;26.8;24.3;21.4;18.4;14.4;10.6;8.8;6.2;6.1;6.5;8.5;9.3;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:25;43.0;;49.6;;39.0;41.9;39.5;42.2;46.2;45.3;34.4;52.4;52.7;44.9;44.1;40.1;43.9;33.3;33.0;31.1;30.1;32.1;33.8;43.0;34.0;29.6;36.8;27.4;26.3;24.0;20.8;17.2;15.4;10.3;10.5;6.5;5.5;6.4;8.5;9.3;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:26;42.8;;49.6;;43.2;38.8;37.7;39.6;46.3;42.8;39.1;53.8;51.2;46.1;42.9;40.6;44.0;33.2;33.0;31.2;31.2;31.2;34.9;43.4;34.2;30.5;33.8;27.1;26.2;23.6;20.7;16.3;15.3;9.7;8.9;5.9;5.7;6.6;8.6;9.3;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:27;42.8;;49.6;;37.1;34.4;39.1;40.8;45.9;44.5;38.2;51.8;50.5;47.0;43.9;40.1;42.7;33.1;32.9;31.1;30.7;31.7;33.7;42.6;34.5;29.9;36.2;26.6;26.6;23.5;20.4;16.2;13.8;9.8;7.6;6.8;6.4;6.8;8.4;9.3;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:28;43.1;;49.6;;26.0;34.2;39.4;43.7;43.9;43.1;39.0;51.9;49.8;47.9;42.9;40.2;42.0;32.7;32.6;31.4;29.9;31.1;33.6;43.0;34.9;29.9;36.5;26.5;26.3;23.5;20.6;16.5;15.7;10.2;8.8;7.2;6.6;6.8;9.1;9.5;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:29;42.5;;49.6;;34.4;38.4;38.2;42.7;47.0;44.6;38.1;52.8;50.6;47.5;43.9;40.2;44.2;33.4;32.6;31.6;31.2;32.2;33.6;42.4;34.0;29.9;35.2;26.3;26.9;23.6;21.0;17.0;16.2;10.5;9.0;7.9;7.2;7.1;8.5;9.3;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:30;43.1;;49.6;;35.5;27.5;39.9;41.4;45.6;44.1;39.0;52.0;50.4;47.1;43.4;40.6;43.7;32.4;32.8;31.7;31.0;30.9;33.2;43.2;34.3;29.6;36.0;27.0;26.6;23.9;20.6;17.4;15.4;11.8;11.8;10.4;9.2;8.1;8.8;9.5;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:31;44.0;;49.6;;36.6;40.9;41.0;43.7;45.1;42.5;35.6;53.0;51.0;45.7;44.9;40.1;44.5;33.9;33.4;32.0;30.7;31.3;34.1;45.6;33.6;29.7;32.8;26.7;25.6;24.2;21.1;18.1;16.4;14.3;14.0;13.3;13.4;10.9;9.3;9.5;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:32;42.1;;49.6;;35.6;34.3;36.6;44.5;45.3;42.8;34.2;52.2;50.4;44.9;43.6;41.2;41.5;32.6;33.3;31.2;30.5;31.0;34.2;42.6;34.4;29.7;30.9;27.0;26.0;24.2;21.4;18.1;17.3;16.2;15.5;15.8;15.6;12.5;9.8;9.4;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:33;42.5;;49.6;;28.6;26.2;37.0;40.4;43.4;42.4;36.6;52.3;50.1;45.0;41.8;40.1;41.6;32.9;34.1;32.9;31.1;31.5;33.6;42.0;34.2;30.5;35.8;26.7;26.2;24.1;21.3;18.7;18.1;16.9;16.7;16.2;16.5;13.5;10.3;9.7;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:34;42.0;;49.6;;34.9;31.7;39.1;42.4;45.2;43.2;37.3;57.0;51.6;45.7;44.1;42.0;40.8;32.3;34.8;32.0;30.8;31.7;34.3;41.5;34.4;30.8;33.4;27.0;26.6;24.3;21.6;19.8;18.8;18.0;17.5;17.4;18.0;14.6;10.9;9.8;00° 00' 00.00 N;00° 00' 00.00 E;0;0
00:01:35;42.8;;49.6;;40.5;43.2;40.3;44.6;43.7;39.8;35.8;53.0;48.0;46.9;41.3;40.5;40.5;34.4;35.7;31.7;31.7;32.1;33.4;43.3;34.3;30.1;33.6;27.8;27.1;24.7;21.6;20.0;18.6;17.9;17.3;16.9;16.7;13.1;10.0;9.6;00° 00' 00.00 N;00° 00' 00.00 E;0;0
